,C0,C1,r,delta,theta,thetaG,alpha_0,alpha_1,beta_1,U_G,U_D,Gstrategy,Dstrategy,backfiring_flag,beta_0,U_pareto,U_pareto_dominates_anarchy,U_dominates_anarchy
789,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,1.795,0.15,0.41528887134040976,0.6652888713404097,1.795,0.5472761407154364,2.6611504857498858e-06,$U_D=0$,"constrained $\beta_1=max(\beta_0,\theta)$",0,0.7144252573191804,0,0,0
790,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,1.8285714285714285,0.15,0.4196603912508897,0.6696603912508897,1.8285714285714285,0.5265051126990392,2.6786365650011135e-06,$U_D=0$,"constrained $\beta_1=max(\beta_0,\theta)$",0,0.739253646069649,0,0,0
791,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,1.862142857142857,0.15,0.4239926311128662,0.6739926311128662,1.862142857142857,0.5043565780657567,2.695965524379673e-06,$U_D=0$,"constrained $\beta_1=max(\beta_0,\theta)$",0,0.7641605949171246,0,0,0
792,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,1.8957142857142857,0.15,0.428286631120437,0.678286631120437,1.8957142857142857,0.48082273023706357,2.7131415247794166e-06,$U_D=0$,"constrained $\beta_1=max(\beta_0,\theta)$",0,0.7891440234734116,0,0,0
793,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,1.9292857142857143,0.15,0.4325433863526377,0.6825433863526378,1.9292857142857143,0.45589596756841255,2.730168545239664e-06,$U_D=0$,"constrained $\beta_1=max(\beta_0,\theta)$",0,0.8142019415804388,0,0,0
794,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,1.9628571428571429,0.15,0.4367638494662334,0.6867638494662334,1.9628571428571429,0.42956888453655595,2.7470503978221927e-06,$U_D=0$,"constrained $\beta_1=max(\beta_0,\theta)$",0,0.839332443924676,0,0,0
795,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,1.9964285714285714,0.15,0.44094893318532097,0.6909489331853209,1.9964285714285714,0.4018342634484827,2.7637907331623524e-06,$U_D=0$,"constrained $\beta_1=max(\beta_0,\theta)$",0,0.8645337050579295,0,0,0
796,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,2.03,0.15,0.44509951260617375,0.6950995126061738,2.03,0.37268506663292844,2.7803930506831165e-06,$U_D=0$,"constrained $\beta_1=max(\beta_0,\theta)$",0,0.8898039747876523,0,0,0
797,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,2.0635714285714286,0.15,0.44921642733381467,0.6992164273338146,2.0635714285714286,0.3421144290789422,2.7968607094752684e-06,$U_D=0$,"constrained $\beta_1=max(\beta_0,\theta)$",0,0.9151415739037992,0,0,0
798,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,2.097142857142857,0.15,0.45330048346509333,0.7033004834650933,2.097142857142857,0.3101156514891237,2.8131969338485163e-06,$U_D=0$,"constrained $\beta_1=max(\beta_0,\theta)$",0,0.9405448902126703,0,0,0
799,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,2.130714285714286,0.15,0.45735245543153547,0.7073524554315355,2.130714285714286,0.276682193717972,2.829404821769188e-06,$U_D=0$,"constrained $\beta_1=max(\beta_0,\theta)$",0,0.9660123748512148,0,0,0
800,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,2.164285714285714,0.15,0.46137308771389435,0.7113730877138944,2.164285714285714,0.2418076685683308,2.8454873508554357e-06,$U_D=0$,"constrained $\beta_1=max(\beta_0,\theta)$",0,0.9915425388579254,0,0,0
801,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,2.197857142857143,0.15,0.4653630964391579,0.715363096439158,2.197857142857143,0.20548583592117864,2.8614473854826628e-06,$U_D=0$,"constrained $\beta_1=max(\beta_0,\theta)$",0,1.017133949978827,0,0,0
802,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,2.2314285714285713,0.15,0.46932317086971037,0.7193231708697103,2.2314285714285713,0.16771059717608727,2.877287683222818e-06,$U_D=0$,"constrained $\beta_1=max(\beta_0,\theta)$",0,1.0427852296891504,0,0,0
803,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,2.265,0.15,0.47325397479342096,0.723253974793421,2.265,0.12847598998152154,2.8930108992852865e-06,$U_D=0$,"constrained $\beta_1=max(\beta_0,\theta)$",0,1.068495050413158,0,0,0
804,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,2.2985714285714285,0.15,0.4771561478225966,0.7271561478225965,2.2985714285714285,0.08777618323583902,2.9086195907357393e-06,$U_D=0$,"constrained $\beta_1=max(\beta_0,\theta)$",0,1.0942621329262352,0,0,0
805,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,2.332142857142857,0.15,0.481030306608997,0.7310303066089969,2.332142857142857,0.04560547234136192,2.9241162262660936e-06,$U_D=0$,"constrained $\beta_1=max(\beta_0,\theta)$",0,1.1200852439248628,0,0,0
806,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,2.3657142857142857,0.15,0.48487704598144926,0.7348770459814493,2.3657142857142857,0.0019582746952921948,2.9395031837520236e-06,$U_D=0$,"constrained $\beta_1=max(\beta_0,\theta)$",0,1.145963193751387,0,0,0
807,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,2.399285714285714,0.15,-0.1,-0.1,-0.1,-0.1,-0.1,abstain,abstain,1,-0.1,0,0,0
808,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,2.432857142857143,0.15,-0.1,-0.1,-0.1,-0.1,-0.1,abstain,abstain,1,-0.1,0,0,0
809,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,2.466428571428571,0.15,-0.1,-0.1,-0.1,-0.1,-0.1,abstain,abstain,1,-0.1,0,0,0
810,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,2.5,0.15,-0.1,-0.1,-0.1,-0.1,-0.1,abstain,abstain,1,-0.1,0,0,0
811,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,0.16499999999999998,0.16499999999999998,0.25,0.5,0.5,0.375,0.375,unconstrained,unconstrained,0,0.25,0,0,0
812,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,0.19835714285714284,0.16499999999999998,0.25,0.5,0.5,0.375,0.375,unconstrained,unconstrained,0,0.25,0,0,0
813,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,0.2317142857142857,0.16499999999999998,0.25,0.5,0.5,0.375,0.375,unconstrained,unconstrained,0,0.25,0,0,0
814,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,0.2650714285714285,0.16499999999999998,0.25,0.5,0.5,0.375,0.375,unconstrained,unconstrained,0,0.25,0,0,0
815,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,0.2984285714285714,0.16499999999999998,0.25,0.5,0.5,0.375,0.375,unconstrained,unconstrained,0,0.25,0,0,0
816,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,0.33178571428571424,0.16499999999999998,0.25,0.5,0.5,0.375,0.375,unconstrained,unconstrained,0,0.25,0,0,0
817,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,0.3651428571428571,0.16499999999999998,0.25,0.5,0.5,0.375,0.375,unconstrained,unconstrained,0,0.25,0,0,0
818,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,0.39849999999999997,0.16499999999999998,0.25,0.5,0.5,0.375,0.375,unconstrained,unconstrained,0,0.25,0,0,0
819,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,0.43185714285714283,0.16499999999999998,0.25,0.5,0.43185714285714283,0.3762035714285714,0.33221583673469385,$\beta_0=\theta_G$,"constrained $\beta_1=max(\beta_0,\theta)$",1,0.16499999999999998,0,0,0
820,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,0.4652142857142857,0.16499999999999998,0.25,0.5,0.4652142857142857,0.39288214285714285,0.32997852551020407,$\beta_0=\theta_G$,"constrained $\beta_1=max(\beta_0,\theta)$",1,0.16499999999999998,0,0,0
821,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,0.49857142857142855,0.16499999999999998,0.25,0.5,0.49857142857142855,0.4095607142857143,0.3255158163265306,$\beta_0=\theta_G$,"constrained $\beta_1=max(\beta_0,\theta)$",1,0.16499999999999998,0,0,0
822,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,0.5319285714285714,0.16499999999999998,0.25,0.5,0.5319285714285714,0.42623928571428565,0.3188277091836734,$\beta_0=\theta_G$,"constrained $\beta_1=max(\beta_0,\theta)$",0,0.16499999999999998,0,0,0
823,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,0.5652857142857142,0.16499999999999998,0.25,0.5,0.5652857142857142,0.4429178571428571,0.30991420408163267,$\beta_0=\theta_G$,"constrained $\beta_1=max(\beta_0,\theta)$",0,0.16499999999999998,0,0,0
824,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,0.598642857142857,0.16499999999999998,0.25,0.5,0.598642857142857,0.4595964285714285,0.29877530102040817,$\beta_0=\theta_G$,"constrained $\beta_1=max(\beta_0,\theta)$",0,0.16499999999999998,0,0,0
825,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,0.6319999999999999,0.16499999999999998,0.25,0.5,0.6319999999999999,0.47627499999999995,0.285411,$\beta_0=\theta_G$,"constrained $\beta_1=max(\beta_0,\theta)$",0,0.16499999999999998,0,0,0
826,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,0.6653571428571428,0.16499999999999998,0.25,0.5,0.6653571428571428,0.4929535714285714,0.26982130102040824,$\beta_0=\theta_G$,"constrained $\beta_1=max(\beta_0,\theta)$",0,0.16499999999999998,0,0,0
827,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,0.6987142857142856,0.16499999999999998,0.25,0.5,0.6987142857142856,0.5096321428571429,0.25200620408163277,$\beta_0=\theta_G$,"constrained $\beta_1=max(\beta_0,\theta)$",0,0.16499999999999998,0,0,0
828,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,0.7320714285714285,0.16499999999999998,0.25,0.5,0.7320714285714285,0.5263107142857142,0.23196570918367354,$\beta_0=\theta_G$,"constrained $\beta_1=max(\beta_0,\theta)$",0,0.16499999999999998,0,0,0
829,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,0.7654285714285713,0.16499999999999998,0.25,0.5,0.7654285714285713,0.5429892857142857,0.20969981632653073,$\beta_0=\theta_G$,"constrained $\beta_1=max(\beta_0,\theta)$",0,0.16499999999999998,0,0,0
830,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,0.7987857142857142,0.16499999999999998,0.25,0.5,0.7987857142857142,0.559667857142857,0.18520852551020417,$\beta_0=\theta_G$,"constrained $\beta_1=max(\beta_0,\theta)$",0,0.16499999999999998,0,0,0
831,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,0.8321428571428571,0.16499999999999998,0.25,0.5,0.8321428571428571,0.5763464285714286,0.15849183673469402,$\beta_0=\theta_G$,"constrained $\beta_1=max(\beta_0,\theta)$",0,0.16499999999999998,0,0,0
832,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,0.8654999999999999,0.16499999999999998,0.25,0.5,0.8654999999999999,0.5930249999999999,0.12954975000000013,$\beta_0=\theta_G$,"constrained $\beta_1=max(\beta_0,\theta)$",0,0.16499999999999998,0,0,0
833,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,0.8988571428571428,0.16499999999999998,0.25,0.5,0.8988571428571428,0.6097035714285715,0.0983822653061226,$\beta_0=\theta_G$,"constrained $\beta_1=max(\beta_0,\theta)$",0,0.16499999999999998,0,0,0
834,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,0.9322142857142857,0.16499999999999998,0.25,0.5,0.9322142857142857,0.6263821428571428,0.06498938265306131,$\beta_0=\theta_G$,"constrained $\beta_1=max(\beta_0,\theta)$",0,0.16499999999999998,0,0,0
835,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,0.9655714285714285,0.16499999999999998,0.25,0.5,0.9655714285714285,0.6430607142857143,0.029371102040816388,$\beta_0=\theta_G$,"constrained $\beta_1=max(\beta_0,\theta)$",0,0.16499999999999998,0,0,0
836,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,0.9989285714285714,0.16499999999999998,0.26694615306122454,0.5169461530612245,0.9989285714285714,0.6594517836097112,2.1678561428206677e-06,"$U_D=0, \beta_0=\theta_G$","constrained $\beta_1=max(\beta_0,\theta)$",0,0.16500099999999998,0,0,0
837,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,1.0322857142857143,0.16499999999999998,0.30211307369712026,0.5521130736971203,1.0322857142857143,0.6692208069647151,2.2084472948158407e-06,$U_D=0$,"constrained $\beta_1=max(\beta_0,\theta)$",0,0.17806256689147365,0,0,0
838,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,1.0656428571428571,0.16499999999999998,0.30778684518295746,0.5577868451829575,1.0656428571428571,0.6769532371764089,2.2311423807375164e-06,$U_D=0$,"constrained $\beta_1=max(\beta_0,\theta)$",0,0.2000721667769422,0,0,0
839,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,1.099,0.16499999999999998,0.31337498154168636,0.5633749815416864,1.099,0.6835871992959273,2.2534949262187354e-06,$U_D=0$,"constrained $\beta_1=max(\beta_0,\theta)$",0,0.2222530369166272,0,0,0
840,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,1.1323571428571428,0.16499999999999998,0.31888124707258086,0.5688812470725808,1.1323571428571428,0.6891059354748678,2.2755199881041577e-06,$U_D=0$,"constrained $\beta_1=max(\beta_0,\theta)$",0,0.24459764871198103,0,0,0
841,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,1.1657142857142857,0.16499999999999998,0.3243091381179637,0.5743091381179637,1.1657142857142857,0.6934934139849882,2.297231552428336e-06,$U_D=0$,"constrained $\beta_1=max(\beta_0,\theta)$",0,0.2670990094783582,0,0,0
842,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,1.1990714285714286,0.16499999999999998,0.32966190903024556,0.5796619090302455,1.1990714285714286,0.6967342782439102,2.3186426360011225e-06,$U_D=0$,"constrained $\beta_1=max(\beta_0,\theta)$",0,0.2897506105109373,0,0,0
843,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,1.2324285714285714,0.16499999999999998,0.3349425949904733,0.5849425949904733,1.2324285714285714,0.6988138007145661,2.33976537999947e-06,$U_D=0$,"constrained $\beta_1=max(\beta_0,\theta)$",0,0.31254638144762475,0,0,0
844,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,1.2657857142857143,0.16499999999999998,0.34015403213277096,0.590154032132771,1.2657857142857143,0.699717841095103,2.3606111284601994e-06,$U_D=0$,"constrained $\beta_1=max(\beta_0,\theta)$",0,0.33548065002017236,0,0,0
845,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,1.2991428571428572,0.16499999999999998,0.3452988753535348,0.5952988753535349,1.2991428571428572,0.6994328082990913,2.381190501332675e-06,$U_D=0$,"constrained $\beta_1=max(\beta_0,\theta)$",0,0.35854810643578744,0,0,0
846,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,1.3325,0.16499999999999998,0.3503796141228436,0.6003796141228436,1.3325,0.6979456257953401,2.4015134563182272e-06,$U_D=0$,"constrained $\beta_1=max(\beta_0,\theta)$",0,0.38174377175431273,0,0,0
847,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,1.3658571428571429,0.16499999999999998,0.3553985865653484,0.6053985865653484,1.3658571428571429,0.6952436999349905,2.421589346268682e-06,$U_D=0$,"constrained $\beta_1=max(\beta_0,\theta)$",0,0.40506296972644606,0,0,0
848,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,1.3992142857142857,0.16499999999999998,0.36035799203665264,0.6103579920366526,1.3992142857142857,0.6913148909427664,2.441426968147198e-06,$U_D=0$,"constrained $\beta_1=max(\beta_0,\theta)$",0,0.42850130164098044,0,0,0
849,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,1.4325714285714286,0.16499999999999998,0.36525990238711403,0.615259902387114,1.4325714285714286,0.6861474862909989,2.4610346096576308e-06,$U_D=0$,"constrained $\beta_1=max(\beta_0,\theta)$",0,0.45205462379720046,0,0,0
850,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,1.4659285714285715,0.16499999999999998,0.37010627207671826,0.6201062720767183,1.4659285714285715,0.6797301762105186,2.4804200882133642e-06,$U_D=0$,"constrained $\beta_1=max(\beta_0,\theta)$",0,0.47571902727513493,0,0,0
851,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,1.4992857142857143,0.16499999999999998,0.3748989472810935,0.6248989472810935,1.4992857142857143,0.6720520311228507,2.4995907892400027e-06,$U_D=0$,"constrained $\beta_1=max(\beta_0,\theta)$",0,0.4994908197235272,0,0,0
852,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,1.5326428571428572,0.16499999999999998,0.37963967410899163,0.6296396741089916,1.5326428571428572,0.663102480804133,2.5185536969285494e-06,$U_D=0$,"constrained $\beta_1=max(\beta_0,\theta)$",0,0.5233665089248739,0,0,0
853,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,1.566,0.16499999999999998,0.38433010603495826,0.6343301060349582,1.566,0.6528712951135605,2.537315424433473e-06,$U_D=0$,"constrained $\beta_1=max(\beta_0,\theta)$",0,0.5473427879300835,0,0,0
854,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,1.599357142857143,0.16499999999999998,0.38897181063690356,0.6389718106369036,1.599357142857143,0.6413485661384732,2.5558822427385053e-06,$U_D=0$,"constrained $\beta_1=max(\beta_0,\theta)$",0,0.5714165215833358,0,0,0
855,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,1.6327142857142858,0.16499999999999998,0.3935662757164107,0.6435662757164107,1.6327142857142858,0.6285246916249398,2.5742601028611034e-06,$U_D=0$,"constrained $\beta_1=max(\beta_0,\theta)$",0,0.5955847342814644,0,0,0
856,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,1.6660714285714286,0.16499999999999998,0.3981149148695234,0.6481149148695233,1.6660714285714286,0.6143903595772318,2.5924546598332654e-06,$U_D=0$,"constrained $\beta_1=max(\beta_0,\theta)$",0,0.6198445988323819,0,0,0
857,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,1.6994285714285715,0.16499999999999998,0.40261907256714013,0.6526190725671401,1.6994285714285715,0.5989365339222533,2.610471290243055e-06,$U_D=0$,"constrained $\beta_1=max(\beta_0,\theta)$",0,0.6441934262942912,0,0,0
858,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,1.7327857142857144,0.16499999999999998,0.4070800287967663,0.6570800287967663,1.7327857142857144,0.5821544411460728,2.62831511532724e-06,$U_D=0$,"constrained $\beta_1=max(\beta_0,\theta)$",0,0.6686286566921817,0,0,0
859,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,1.766142857142857,0.16499999999999998,0.41149900331104466,0.6614990033110446,1.766142857142857,0.5640355578194072,2.6459910134057907e-06,$U_D=0$,"constrained $\beta_1=max(\beta_0,\theta)$",0,0.6931478505207677,0,0,0
860,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,1.7994999999999999,0.16499999999999998,0.41587715952302634,0.6658771595230264,1.7994999999999999,0.5445715989374413,2.6635036378674926e-06,$U_D=0$,"constrained $\beta_1=max(\beta_0,\theta)$",0,0.7177486809539472,0,0,0
861,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,1.8328571428571427,0.16499999999999998,0.4202156080834335,0.6702156080834335,1.8328571428571427,0.5237545070068835,2.680857432491024e-06,$U_D=0$,"constrained $\beta_1=max(\beta_0,\theta)$",0,0.7424289266902757,0,0,0
862,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,1.8662142857142856,0.16499999999999998,0.42451541017108074,0.6745154101710807,1.8662142857142856,0.5015764418197889,2.6980566407708295e-06,$U_D=0$,"constrained $\beta_1=max(\beta_0,\theta)$",0,0.7671864653721241,0,0,0
863,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,1.8995714285714285,0.16499999999999998,0.4287775805240756,0.6787775805240757,1.8995714285714285,0.47802977085956333,2.715105321904332e-06,$U_D=0$,"constrained $\beta_1=max(\beta_0,\theta)$",0,0.7920192675232772,0,0,0
864,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,1.9329285714285713,0.16499999999999998,0.43300309023632927,0.6830030902363293,1.9329285714285713,0.45310706028976855,2.7320073605618944e-06,$U_D=0$,"constrained $\beta_1=max(\beta_0,\theta)$",0,0.8169253909559128,0,0,0
865,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,1.9662857142857142,0.16499999999999998,0.4371928693412114,0.6871928693412114,1.9662857142857142,0.42680106648098504,2.748766477322917e-06,$U_D=0$,"constrained $\beta_1=max(\beta_0,\theta)$",0,0.8419029756032914,0,0,0
866,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,1.999642857142857,0.16499999999999998,0.4413478092018219,0.6913478092018219,1.999642857142857,0.399104728035113,2.7653862368914872e-06,$U_D=0$,"constrained $\beta_1=max(\beta_0,\theta)$",0,0.8669502387392133,0,0,0
867,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,2.033,0.16499999999999998,0.4454687647252825,0.6954687647252825,2.033,0.3700111582701875,2.7818700589765655e-06,$U_D=0$,"constrained $\beta_1=max(\beta_0,\theta)$",0,0.8920654705494349,0,0,0
868,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,2.0663571428571426,0.16499999999999998,0.4495565564166283,0.6995565564166283,2.0663571428571426,0.3395136381320687,2.798221225619457e-06,$U_D=0$,"constrained $\beta_1=max(\beta_0,\theta)$",0,0.917247030023886,0,0,0
869,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,2.0997142857142856,0.16499999999999998,0.45361197228627653,0.7036119722862766,2.0997142857142856,0.3076056095023292,2.814442888965374e-06,$U_D=0$,"constrained $\beta_1=max(\beta_0,\theta)$",0,0.9424933411417326,0,0,0
870,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,2.1330714285714283,0.16499999999999998,0.4576357696236318,0.7076357696236317,2.1330714285714283,0.2742806688743149,2.8305380788129497e-06,$U_D=0$,"constrained $\beta_1=max(\beta_0,\theta)$",0,0.9678028893241647,0,0,0
871,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,2.1664285714285714,0.16499999999999998,0.46162867664813445,0.7116286766481345,2.1664285714285714,0.23953256137173495,2.846509706833089e-06,$U_D=0$,"constrained $\beta_1=max(\beta_0,\theta)$",0,0.9931742181323024,0,0,0
872,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,2.1997857142857145,0.16499999999999998,0.4655913940479454,0.7155913940479455,2.1997857142857145,0.20335517508629253,2.86236057589484e-06,$U_D=0$,"constrained $\beta_1=max(\beta_0,\theta)$",0,1.0186059261898235,0,0,0
873,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,2.233142857142857,0.16499999999999998,0.46952459641547584,0.7195245964154758,2.233142857142857,0.1657425357128035,2.8780933858385538e-06,$U_D=0$,"constrained $\beta_1=max(\beta_0,\theta)$",0,1.0440966643119054,0,0,0
874,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,2.2665,0.16499999999999998,0.4734289335880898,0.7234289335880898,2.2665,0.12668880146200068,2.893710733919974e-06,$U_D=0$,"constrained $\beta_1=max(\beta_0,\theta)$",0,1.0696451328238203,0,0,0
875,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,2.299857142857143,0.16499999999999998,0.4773050319015252,0.7273050319015252,2.299857142857143,0.08618825823282283,2.9092151272447353e-06,$U_D=0$,"constrained $\beta_1=max(\beta_0,\theta)$",0,1.0952500790540922,0,0,0
876,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,2.3332142857142855,0.16499999999999998,0.48115349536287944,0.7311534953628794,2.3332142857142855,0.04423531502740086,2.924608980992005e-06,$U_D=0$,"constrained $\beta_1=max(\beta_0,\theta)$",0,1.1209102949885263,0,0,0
877,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,2.3665714285714285,0.16499999999999998,0.48497490674937976,0.7349749067493798,2.3665714285714285,0.0008244995932886745,2.939894626630135e-06,$U_D=0$,"constrained $\beta_1=max(\beta_0,\theta)$",0,1.1466246150726689,0,0,0
878,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,2.399928571428571,0.16499999999999998,-0.1,-0.1,-0.1,-0.1,-0.1,abstain,abstain,1,-0.1,0,0,0
879,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,2.4332857142857143,0.16499999999999998,-0.1,-0.1,-0.1,-0.1,-0.1,abstain,abstain,1,-0.1,0,0,0
880,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,2.466642857142857,0.16499999999999998,-0.1,-0.1,-0.1,-0.1,-0.1,abstain,abstain,1,-0.1,0,0,0
881,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,2.5,0.16499999999999998,-0.1,-0.1,-0.1,-0.1,-0.1,abstain,abstain,1,-0.1,0,0,0
882,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,0.18,0.18,0.25,0.5,0.5,0.375,0.375,unconstrained,unconstrained,0,0.25,0,0,0
883,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,0.21314285714285713,0.18,0.25,0.5,0.5,0.375,0.375,unconstrained,unconstrained,0,0.25,0,0,0
884,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,0.24628571428571427,0.18,0.25,0.5,0.5,0.375,0.375,unconstrained,unconstrained,0,0.25,0,0,0
885,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.5,0.2794285714285714,0.18,0.25,0.5,0.5,0.375,0.375,unconstrained,unconstrained,0,0.25,0,0,0
